Brand,Division,SKU,Description,Size,Color,Product Category/Series,Silhouette/Product Type,Channel Class,Department,Class,Sub Class,Heel Height,Season,Old Season,Gender,Width,Case Material,Band,Movement Type,Movement Name,HS Code,UOM,Currency,FOB,Unit Cost,Unit Price,Sale Tax Rate,Additional Sales Tax,Discount Start Date,Discount End Date,Discount %,BarCode,Launch Date
IVAR,SUMMER COLLECTION,IVPNTLEFLTKNTPO,IVAR® POINTELLE FLAT KNIT POLO,LARGE,SKY,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6106.9000,NOS,PKR,,,3999,18,0,,,,106113,
IVAR,SUMMER COLLECTION,IVPNTLEFLTKNTPO,IVAR® POINTELLE FLAT KNIT POLO,MEDIUM,SKY,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6107.9000,NOS,PKR,,,3999,18,0,,,,106112,
IVAR,SUMMER COLLECTION,IVPNTLEFLTKNTPO,IVAR® POINTELLE FLAT KNIT POLO,SMALL,SKY,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6108.9000,NOS,PKR,,,3999,18,0,,,,106111,
IVAR,SUMMER COLLECTION,IVHRTGECBLKNTPO,IVAR® HERITAGE CABLE KNIT POLO,X-LARGE,NAVY,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6109.9000,NOS,PKR,,,3999,18,0,,,,106110,
IVAR,SUMMER COLLECTION,IVHRTGECBLKNTPO,IVAR® HERITAGE CABLE KNIT POLO,LARGE,NAVY,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6110.9000,NOS,PKR,,,3999,18,0,,,,106109,
IVAR,SUMMER COLLECTION,IVHRTGECBLKNTPO,IVAR® HERITAGE CABLE KNIT POLO,MEDIUM,NAVY,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6111.9000,NOS,PKR,,,3999,18,0,,,,106108,
IVAR,SUMMER COLLECTION,IVHRTGECBLKNTPO,IVAR® HERITAGE CABLE KNIT POLO,SMALL,NAVY,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6112.9000,NOS,PKR,,,3999,18,0,,,,106107,
IVAR,SUMMER COLLECTION,IVCMBDGEFLTKNTPO,IVAR® CAMBRIDGE FLAT KNIT POLO,X-LARGE,NAVY,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6113.9000,NOS,PKR,,,3999,18,0,,,,106106,
IVAR,SUMMER COLLECTION,IVCMBDGEFLTKNTPO,IVAR® CAMBRIDGE FLAT KNIT POLO,LARGE,NAVY,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6114.9000,NOS,PKR,,,3999,18,0,,,,106105,
IVAR,SUMMER COLLECTION,IVCMBDGEFLTKNTPO,IVAR® CAMBRIDGE FLAT KNIT POLO,MEDIUM,NAVY,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6115.9000,NOS,PKR,,,3999,18,0,,,,106104,
IVAR,SUMMER COLLECTION,IVCMBDGEFLTKNTPO,IVAR® CAMBRIDGE FLAT KNIT POLO,SMALL,NAVY,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6116.9000,NOS,PKR,,,3999,18,0,,,,106103,
IVAR,SUMMER COLLECTION,IVCHRNFLTKNTPO,IVAR® CHEVRON FLAT KNIT POLO,X-LARGE,TEAL,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6117.9000,NOS,PKR,,,3999,18,0,,,,106100,
IVAR,SUMMER COLLECTION,IVCHRNFLTKNTPO,IVAR® CHEVRON FLAT KNIT POLO,LARGE,TEAL,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6118.9000,NOS,PKR,,,3999,18,0,,,,106099,
IVAR,SUMMER COLLECTION,IVCHRNFLTKNTPO,IVAR® CHEVRON FLAT KNIT POLO,MEDIUM,TEAL,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6119.9000,NOS,PKR,,,3999,18,0,,,,106098,
IVAR,SUMMER COLLECTION,IVCHRNFLTKNTPO,IVAR® CHEVRON FLAT KNIT POLO,SMALL,TEAL,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6120.9000,NOS,PKR,,,3999,18,0,,,,106097,
